address,value_out,value_in,balance,degree,degree_in,degree_out,max_value,min_value,mean_value,std_value,median_value,label
0x6eb7de1bd85b072bf35afacc2af38483174b6c79,300.79036897768503,300.791603777685,-0.001234799999963343,45,37,8,125.0,0.00666,13.36848828345267,23.099123445356767,3.095,0
0x6ec56fb2436ba6706cecd42403b6a1b69ff0817f,27.20012980558089,22.29040421558089,4.909725590000001,31,30,1,27.20012980558089,0.0012551,1.5964688393923154,4.908240881133223,0.5,0
0x6ecce18c9c35167e174033d9f9f6e4b356cd2b45,11.478278000000001,11.48,-0.0017219999999991131,5,3,2,10.998278,0.48,4.5916556,5.403846158529756,0.99,0
0x6ed3a51fd727d5bc98ac39476dd4e129ea96087a,13.602298002478843,5.297175627478844,8.305122375,69,8,61,5.069331338078844,0.0,0.273905414926923,1.0220783086865117,0.0,0
0x6eee1049278f5fca3d5a9e52aa929652ff3383e8,28.21627561566704,24.889127459359997,3.327148156307043,235,122,121,5.029274289879995,0.0,0.22202299180862567,0.46940949519337344,0.11,0
0x6eef8361bf52d8814ed646a8ec28020539982ac6,3.5790539232630287,3.605408923263029,-0.02635500000000013,32,17,15,3.3140446698708868,0.000450626564299662,0.22451446395393931,0.6333166749761956,0.016945848880351305,0
0x6Ef982f9E7F09d4bF4a70398707c82970a6Dc31E,0.0,0.0,0.0,50,0,0,76.99895516000001,0.0,5.466842854179999,13.573199301301514,0.6866465900000001,0
0x6eff949d9a4e7725d3ee3b894ceaa2813b7437e5,0.0,0.0,0.0,3,2,0,0.0,0.0,0.0,0.0,0.0,0
0x6f1c30b499acd49856b3a98f02f15dbad15e6e10,1267.24595718959,202.61645758046632,1064.6294996091237,296,5,292,208.49958898312727,0.0,4.9657514012501895,21.30669551535297,0.5,0
0x6f2daeb1e5f30867700b7f9adec57839f64fce60,0.24402215361253599,0.25,-0.005977846387464014,3,1,2,0.25,0.069022153612536,0.16467405120417866,0.09092972085441356,0.175,0
0x6f3ab8d486e4c573f77d14275aa0dc783675a7c2,29.9593877402944,30.299999999999997,-0.3406122597055976,148,130,18,5.52,0.0,0.40715802527225947,0.7602044215843704,0.15,0
0x6f41ff797795cdb4f8bf078999148ee22df1963b,20.1686,18.778542082420003,1.3900579175799983,14,13,1,20.1686,0.05083077,2.781938720172857,5.1053404310009505,1.65277136621,0
0x6f7a49da0f184509814039956137dadb9ccda4f8,624.98526337,2.629083590988403,622.3561797790115,171,21,150,100.1,0.0,3.670259338953148,18.47452609339536,0.0,0
0x6f931bac260e7fcbaa0244d3b43a2bd9e9acf698,3096.107086035826,1781.2,1314.9070860358258,393,9,384,541.0,0.0,12.410450600600065,57.97415545581198,0.0,0
0x6f991c7bc5f40a2e7f559f0dfa7407c8237dcca8,0.91038,3.5,-2.58962,1000,4,996,1.0,0.0,0.00441038,0.05998902379295092,0.0,0
0x6fa311edc9c902f82c4796dca5848506b38fb650,0.898404,0.9,-0.0015960000000000418,6,5,1,0.898404,0.1,0.299734,0.31562221806457164,0.15000000000000002,0
0x6faaeb4050fc4b15b131eff2ea887de829e9fc3f,0.0,0.0,0.0,8,7,0,0.0,0.0,0.0,0.0,0.0,0
0x6fbda99af584fa622ca2f478e542594e03e6d592,3.05260382,3.0534648200000003,-0.0008610000000004447,5,4,1,3.05260382,0.5,1.221213728,1.0572799252773522,1.0,0
0x6fce6d2ceca868ac809d1e8d52e9fc3b8690118f,29.32646678842032,26.074697522750657,3.2517692656696617,109,25,85,11.481689035891621,0.0,0.40293096582825094,1.6854270335895118,0.00013858,0
0x6fcf42fcd9c6a54b64d1b52083700142952a2805,19.338509000000002,19.34,-0.0014909999999979107,12,10,2,11.0,0.2,3.2232090833333333,4.030190733186558,1.0,0
0x6fdb2fe7ee003472de92b039de2d7e56f2e91e6d,7.121483388861549,7.13261995590785,-0.01113656704630106,50,39,11,2.920698042062724,0.0,0.285082066895388,0.6450634175596459,0.04608020893465963,0
0x6fdd519438b838561ab2819b4245b82b8d44c4b9,89.92945019199999,89.948964208,-0.019514016000016454,5,2,3,84.948964208,4.99832,35.97568288,40.34146502444257,10.0,0
0x6ffa0352963976e336d6f9868beec68c860c6b01,100.46649326769487,62.10119938072803,38.36529388696684,266,106,160,12.748675038321696,0.0,0.6111567392797853,1.6595034246865779,0.11231879973322266,0
0x700cee07ac5ef32bc2af762b10f5d85b97a55261,586.4540734221399,419.58033352485967,166.87373989728025,403,121,283,245.76407342213992,0.0,2.434328553218361,15.009415467224594,0.0,0
0x701888e9c68f40201de48d9d4bcdedeb2ef2b088,2.9600469316607927,2.9833804934404133,-0.02333356177962065,91,74,17,1.3,0.0,0.06531238928682645,0.20599168052884181,0.008,0
0x701cb175e6ca0ee8dcb61b4598b5a08e2a60bc2a,0.004874,0.005,-0.00012600000000000024,2,1,1,0.005,0.004874,0.004937,8.909545442950516e-05,0.004937,0
0x702a8dbffac169e5f80e2f5c1cc18b2541887550,0.0,0.0,0.0,2,1,0,0.0,0.0,0.0,0.0,0.0,0
0x70305B080eFc49eB5DFb9bdA78Aea516c398f804,0.0,0.0,0.0,456,0,0,80.0,0.0,0.7771789039914473,5.771793728157499,0.005,0
0x7031195936cfa10318c33fb6f52b6bfa95e338da,82.11024192815763,70.30280939085425,11.807432537303384,15,4,11,82.0375087971173,0.0,10.160870087934127,25.028133376591704,0.0,0
0x705f704d11020ff07acde8592bb80b044e15de16,8.68272043,8.68358143,-0.0008610000000004447,8,7,1,8.68272043,0.2,2.1707877325,2.8135585025457983,1.0502407150000002,0
0x707b669d224a0c3d29b2f50e61b9a6d4f9268a92,0.898427639449806,0.9,-0.0015723605501940519,8,6,2,0.898427639449806,0.0,0.22480345493122572,0.2772001537144558,0.15,0
0x7083c1bb9a6d9c73cb9b3c200e992e43ff103462,35.9208436,35.9225656,-0.0017220000000008895,30,28,2,20.9208436,0.101,2.3947803066666666,4.487993377674549,0.9065325,0
0x7087c6764d6d5544aaac533bb483d0550f9e01ab,5.037912416129382,5.038851515930469,-0.0009390998010871954,7,6,1,5.037912416129382,0.06252075,1.4395377045799786,1.6606197219499585,1.0,0
0x7098c7113c2ecaf48baad07e598c74c2689a5795,49.261769314041786,49.46265131404178,-0.2008819999999929,21,19,2,48.0,0.1,4.7011628870515985,10.620339575591348,1.0,0
0x70a1d170d055d0b5edda1056747119550cfc40cc,0.38645578,0.38658178,-0.00012599999999995948,2,1,1,0.38658178,0.38645578,0.38651878,8.909545442947633e-05,0.38651878,0
0x70b8004531fdfab778a7e9a95e696834cb1abb2b,1.516,1.52,-0.0040000000000000036,17,13,4,0.676,0.08,0.17858823529411766,0.16023071600957534,0.1,0
0x70ba69fCb5720BA8D573b78f641eEcB775C0E5a9,0.0,0.0,0.0,33,0,0,2.1,0.017379645951783897,0.5962543175084185,0.4975857177738875,0.43,0
0x70bada9afadf5fdef08ca8e5db1169c039707580,0.0,0.0,0.0,10,9,0,0.0,0.0,0.0,0.0,0.0,0
0x70d2aa8459fb92b862e7806ef474a9ecaae6c176,7.441609788169042,6.469552309688296,0.9720574784807461,70,23,47,2.0,0.0,0.19873088711224768,0.34897186684827747,0.02200039190665434,0
0x70de8fea22690b3b662e9eba2ae6fd1d4c74cc44,0.2695212268026246,0.13346474055001273,0.13605648625261185,162,16,146,0.057,0.0,0.002487567699707638,0.009579941141575631,0.0,0
0x70ed9ff5f8a02a9b271ce5af8ac62a1b85e51685,6.1102580699999995,6.11142777,-0.0011697000000001623,26,13,13,1.55,0.00458558,0.47006484,0.36903005822746626,0.5,0
0x70f3055dde5a66dac0b9df6b09bed0705095ccad,104.7231735441796,104.73141828605314,-0.008244741873539851,78,68,10,19.05,2.157e-05,2.6853152798747795,4.840211912671477,0.4075525711840777,0
0x70febac8d7bbf17209c1db45beec6c77c08d1889,859.9860804198676,860.1703641046705,-0.1842836848029492,154,86,68,676.2677531292599,0.0,11.169847042367131,58.17153223220694,0.6964543485571313,0
0x710d92c2265204517d5804fa006860bb921269ad,14.084742203806563,14.091159189999999,-0.006416986193436003,17,12,5,6.08,0.004,1.6574059643415624,2.1470657837493903,0.56152652,0
0x711b2b67e5c7b22f0e468b4a65b37821e9dece83,0.0441576305,0.0443256305,-0.00016799999999999454,2,1,1,0.0443256305,0.0441576305,0.044241630500000004,0.00011879393923933613,0.044241630500000004,0
0x7132e511d992526fbba1c8aa7560574e2ab3d828,0.9998394,0.9999685500000001,-0.0001291500000000223,5,3,2,0.9999685,1e-08,0.39996159000000003,0.5476699323987022,4e-08,0
0x713a6f26525b24581cbe20679811af8680abdddd,10.615271,10.616132,-0.0008610000000004447,21,20,1,10.615271,0.00152358,1.0110191904761905,2.216838319891518,0.5,0
0x71481c3ac7853ef63c87f0e9f91b6a5e16e04438,81.50116696833486,70.25535425699731,11.24581271133755,91,20,71,69.55,0.0,1.6676540793992545,8.248881758959147,0.0,0
0x714b56c2454e2ef5e908daa7ccfce1a73184f2b9,1.17025348,1.1706734834384653,-0.00042000343846537724,5,4,1,1.17025348,0.00292635343846529,0.4681853926876931,0.6098508691684543,0.06439841,0
0x715c86f62e9e0e3aa755156372dc2624669edce9,42.92213326465392,42.925,-0.0028667353460747336,201,198,3,29.634873906687762,0.0,0.42710016549579066,2.1941965500275673,0.15,0
0x7175ce963017307f6e57ce89cdb29a761e25abff,0.2,3.0732238540318715,-2.8732238540318713,31,29,2,1.0,6.64592445186e-05,0.10558786625909261,0.20648703527424758,0.02933067,0
0x717D2041c516573a0e27F552CdB6C5c3EC7B4e09,0.0,0.0,0.0,7,0,0,3.83675,0.02,1.0969642857142856,1.2850013004903555,0.8,0
0x718ee443ffdf50b30a5e8226d4ff71e605c5ca7c,0.508614,0.51,-0.0013859999999999983,2,1,1,0.51,0.508614,0.509307,0.0009800499987245538,0.509307,0
0x7192ae7bb891159788fe9788d151463983cca869,1.8418881877296,1.788380003752233,0.05350818397736701,101,51,50,1.1032884429721501,0.0,0.035943249420612215,0.14858205131014776,0.004149377593360996,0
0x7197e9D17B8A5d219e0FACEA59301Eb7eef5ef87,0.0,0.0,0.0,7,0,0,4.34199696,0.0002,1.3000442400000003,1.784664380684609,0.1412152,0
0x71B7767A9464ea1AD82DB434F06d9330d34a9fE5,0.0,0.0,0.0,2,0,0,0.3,0.299811,0.2999055,0.00013364318164425375,0.2999055,0
0x71c4409d6c37d0c15027ab6108380012bb5ee6a5,0.0,0.002969,-0.002969,1,1,0,0.002969,0.002969,0.002969,,0.002969,0
0x71d663de2df38d61a1871bb8ef503d18d19964d6,12.97348221024,12.284772660242412,0.6887095499975882,14,12,2,11.8,0.00250206,1.8041610621773152,3.0645372434217277,0.75,0
0x71e10ec3021dc58fbfea484c6da226e7b6f61507,73.66546518973747,73.66706118973747,-0.0015959999999921592,7,5,2,62.66672518973747,4.01830561,21.04750376849642,24.133841496371303,10.99874,0
0x7210E462E9d9b5ab2F5657c185467BbEc7E7132d,0.0,0.0,0.0,8,0,0,0.999475,0.0,0.323374995,0.33603698576167995,0.23084939,0
